h3_id,it_job_density,non_it_job_density,informal_sector_jobs,industrial_units_count,commercial_units_count,night_light_intensity,ward_id
8860145acdfffff,49.50681987738679,18.322109544493827,2,1,6,4.158,
88618924e7fffff,59.860769594750714,25.600491971688186,3,4,6,2.908,
8861892415fffff,66.87752837610378,31.6203303703002,3,6,9,3.946,
886014581dfffff,57.45152272931433,29.303380034357186,2,3,5,4.667,
8860145a25fffff,70.42038421462314,23.77637396659813,2,2,5,3.14,
8860145913fffff,55.40888439111445,39.123094407906706,2,3,7,3.065,
8860145b67fffff,56.845058689896995,39.444047138685534,1,6,5,3.706,
88601459c1fffff,43.79186901608071,35.415099894156405,3,4,13,4.006,
8860145b05fffff,63.2501121223003,6.609981409137653,2,5,7,3.007,
8861892ce3fffff,56.75720039863121,36.74084616811058,2,2,4,3.914,
8860145989fffff,51.08969604921171,30.873399021852947,3,2,3,5.35,
886014592dfffff,48.44270849329068,42.646814406907005,2,2,5,4.58,
88618925e7fffff,73.45917539363184,17.821528781857527,2,6,5,3.535,
8861892553fffff,60.65910548254908,48.168089510725984,2,2,3,3.802,
8861892c81fffff,63.204551109692254,23.109905096788488,2,2,5,3.435,
8861892417fffff,63.08048984531941,8.497799160097212,2,4,6,3.462,
8861892eedfffff,59.90829669405443,23.477319910719665,2,4,5,4.556,
8861892485fffff,67.5179328172273,22.637022019650438,2,1,4,4.083,
88618925d7fffff,71.26688029243041,16.89230626136066,3,7,6,3.628,
8860145807fffff,57.25188412106919,28.95237669752635,2,4,7,4.22,
886014594bfffff,59.88413746286792,30.53317870982415,2,5,6,3.601,
8861892c9bfffff,68.93450655333568,26.56126222108781,2,3,6,4.854,
8861892eddfffff,62.4868350864983,12.12687220194647,1,3,4,3.577,
8861892c95fffff,68.53775222793193,17.386205382956113,1,3,4,3.553,
8861892ce7fffff,56.6523279465885,24.553806306775506,4,1,10,4.448,
8860169651fffff,57.412337420410445,17.983090261502948,2,1,6,4.094,
8860145aebfffff,64.35528505429033,33.903375849919385,3,5,6,4.47,
8860169619fffff,48.10837903218778,26.46173742217286,1,0,9,4.786,
8861892585fffff,69.48170885948637,37.2907827436811,2,2,9,2.565,
88618924bdfffff,61.73124854506079,26.107704267682937,1,0,5,3.765,
8861892525fffff,56.9370926184223,17.943152740367424,3,5,9,3.703,
8860145a2dfffff,54.42855961838014,19.966744346308154,2,5,8,3.602,
88618925c1fffff,65.77004634938949,18.507464788612335,1,1,13,3.374,
8861892eabfffff,71.25972131351445,13.967568637388847,2,1,7,4.747,
8860145b29fffff,67.03784912068382,26.011364215059203,1,4,3,3.587,
8860145121fffff,46.84823947608992,28.6676406706639,2,2,11,3.738,
8860145951fffff,54.13261565081987,36.99918766896797,2,3,3,2.971,
8861892481fffff,59.06428091542252,27.83088131100703,3,3,10,4.507,
88618924edfffff,63.76178786774109,26.004583847983366,2,3,11,2.764,
8861892cdbfffff,67.22924698258645,20.425653359163103,2,2,9,3.221,
8861892e9dfffff,61.95410873096972,20.726160246445087,2,5,4,3.555,
8860145931fffff,57.189355153150004,49.22154226243399,3,2,6,4.065,
8860169609fffff,59.81530923320942,41.0642114469013,4,1,10,4.108,
8860145947fffff,62.839213086521795,21.815115368592352,2,6,5,2.4,
8860145b47fffff,63.41467780210806,40.47858620474085,2,1,8,3.52,
8861892529fffff,56.22136389695497,45.0169181849626,3,3,8,3.731,
88618925abfffff,56.50965379500929,27.407998389670464,2,1,7,3.638,
88618924b9fffff,58.8205199060575,35.817552310536584,2,5,5,3.182,
886014584dfffff,71.10813688552808,21.135313270858976,2,5,7,3.215,
8860145851fffff,59.43738797645138,43.45252744311781,3,2,6,3.245,
8860145853fffff,61.182311009778395,23.644644501792712,3,4,6,3.925,
8861892ca3fffff,53.29935027400006,30.659832577118394,1,2,6,4.556,
8860145167fffff,52.577113040682,19.91543891809295,1,0,10,3.472,
886189249dfffff,54.053929658256855,51.92219223326476,2,1,5,4.233,
88601459e1fffff,57.37740586281816,30.054591216228474,3,1,5,3.687,
8861892ec3fffff,64.88654100222287,31.61201177148889,1,3,8,3.611,
88618925edfffff,65.11617199660377,30.41376433393479,2,4,7,3.32,
8860145959fffff,61.183962619676564,32.5708551476789,2,4,3,2.974,
88601459c3fffff,47.24148556747758,33.774793716872765,3,6,5,4.15,
8860145163fffff,51.21649447428505,25.875579169930553,3,2,7,2.99,
886016965dfffff,56.012060858439234,54.78967663815065,3,5,7,3.676,
88618924c7fffff,52.327773243473,32.13811685003501,3,3,6,3.469,
8861892487fffff,51.05271712875317,26.251906845878587,2,1,4,4.731,
8861892c59fffff,56.23638100732012,18.330636712410257,2,4,4,3.779,
8861892c51fffff,57.928599950707394,32.68990728297072,2,7,6,3.545,
8861892ed5fffff,63.71701506046133,20.030887349003713,2,5,4,3.808,
8860145a03fffff,56.68892535524513,23.16031771628457,1,2,6,3.4,
8860145b0dfffff,69.41210060374979,19.551700596211642,2,3,7,3.036,
8861892cb3fffff,53.91607326341825,35.578354726424536,2,2,6,2.942,
886014512bfffff,51.54268180316666,30.56975730231623,3,4,5,4.093,
8861892501fffff,58.00132210726191,43.366887757355855,2,2,12,4.073,
88618925bbfffff,67.56558152396235,16.785871112189035,1,3,11,3.437,
886014512dfffff,53.197505822262755,18.027519384814866,2,4,7,4.259,
8861892507fffff,64.48128745627834,14.677405820543711,3,2,3,4.592,
8860145b07fffff,64.89621033904898,23.19174574032467,2,4,7,3.158,
8861892531fffff,60.76998984505689,18.023837196520773,2,3,5,3.758,
8861892435fffff,64.97423775945816,19.775006155027,1,3,8,3.358,
8861892ce1fffff,65.01854761256595,24.50976637797435,3,2,3,3.454,
88618925bdfffff,62.26845907642461,28.48952427900255,2,0,5,4.084,
886014590dfffff,61.916262781665026,39.11477897628909,3,3,10,3.833,
8861892cd3fffff,73.06415383009048,22.168436288251783,2,3,6,3.997,
8861892581fffff,64.83685246199317,14.21986120247145,1,2,7,3.983,
8861892ca1fffff,52.98973031575866,25.956283517002287,2,3,5,4.431,
8861892461fffff,57.3280721648986,22.064928688644518,2,1,6,3.367,
8860145b19fffff,60.23790232134225,26.377881407148028,2,4,3,2.551,
8860145a3bfffff,64.10091255270197,34.063073084326994,1,4,9,3.482,
8861892413fffff,56.41971951237448,30.048480707018765,3,7,6,3.193,
8861892e1bfffff,58.629971880503284,39.88401066881846,3,2,5,4.27,
886189259bfffff,65.71290197605573,29.695943708901627,2,0,11,3.606,
8861892e37fffff,55.2287696418127,38.31739491733816,3,2,9,3.635,
88618925a7fffff,62.117156006894135,26.333739705808412,1,1,7,3.577,
8860145a45fffff,69.85522978995073,19.079990710267985,2,2,6,4.254,
8861892407fffff,64.2261832212403,29.75695098404402,1,5,6,3.142,
8861892e53fffff,63.84439371556754,37.64660527575401,2,2,7,4.831,
88618925a3fffff,65.98464225986169,28.004226172938367,2,3,2,3.718,
8860145857fffff,61.38129320800403,12.010619323483986,2,3,6,4.095,
8860145837fffff,59.26761977024785,34.45653340464132,3,3,7,4.489,
8860145137fffff,58.070321133907015,46.08584427744089,3,2,6,4.559,
8860145b21fffff,62.01682540376232,19.83303821397749,2,6,3,2.529,
8860145a29fffff,66.25553179669012,11.573366375695946,2,3,2,2.919,
886189253dfffff,62.69368277455523,36.53031544858357,2,1,9,3.941,
8861892439fffff,66.83313079235877,24.762973355056165,2,6,4,3.85,
8860145ac5fffff,57.35711916147155,34.00552296584293,2,1,3,4.268,
8860145aedfffff,59.09011364665843,19.037312023856128,2,3,3,3.554,
886014596bfffff,53.65365270553587,46.262641152393,2,1,7,2.945,
