date,ward_id,nightlight_index
2025-11-23,ward_1,0.915199052423386
2025-11-23,ward_2,1.130590635794898
2025-11-23,ward_3,1.0924207966218034
2025-11-23,ward_4,1.0640411801233094
2025-11-23,ward_5,0.8945263017072584
2025-11-23,ward_6,1.1797760715125443
2025-11-23,ward_7,0.8987213249512245
2025-11-23,ward_8,1.0823623324342106
2025-11-23,ward_9,0.970534964664888
2025-11-23,ward_10,0.940752942848819
2025-11-23,ward_11,0.8606272941300285
2025-11-23,ward_12,1.1104179671724563
2025-11-23,ward_13,0.90676597141004
2025-11-23,ward_14,0.9056843563162734
2025-11-23,ward_15,1.0436606231699666
2025-11-23,ward_16,1.079495827003585
2025-11-23,ward_17,1.0719533152748244
2025-11-23,ward_18,1.0087662256570218
2025-11-23,ward_19,0.8677251593742068
2025-11-23,ward_20,1.0051793978830148
2025-11-23,ward_21,0.8165204742344646
2025-11-23,ward_22,1.0327496473189415
2025-11-23,ward_23,1.0476237234367722
2025-11-23,ward_24,1.0168428645614649
2025-11-23,ward_25,0.913758866889159
2025-11-23,ward_26,1.0907444498481222
2025-11-23,ward_27,1.0422889372576905
2025-11-23,ward_28,0.7787571046563543
2025-11-23,ward_29,0.8345794259052368
2025-11-23,ward_30,1.0321375263805475
2025-11-23,ward_31,0.9537325646126408
2025-11-23,ward_32,0.8919249794649365
2025-11-23,ward_33,0.9686225860335614
2025-11-23,ward_34,0.8982148113134854
2025-11-23,ward_35,1.0499422699731777
2025-11-23,ward_36,0.9970053758934568
2025-11-23,ward_37,1.0047090104597958
2025-11-23,ward_38,0.8829141238324678
2025-11-23,ward_39,0.8087472708650435
2025-11-23,ward_40,1.027154221982121
2025-11-23,ward_41,1.0322065298595453
2025-11-23,ward_42,0.8868999840552877
2025-11-23,ward_43,1.0157861140178404
2025-11-23,ward_44,0.9079602444057592
2025-11-23,ward_45,0.9254090121379906
2025-11-23,ward_46,0.9795786910355556
2025-11-23,ward_47,1.1966384821851994
2025-11-23,ward_48,1.0823346112017234
2025-11-23,ward_49,0.8942516019413418
2025-11-23,ward_50,1.0551049365853775
2025-11-23,ward_51,1.0274123250206588
2025-11-23,ward_52,1.036729646428172
2025-11-23,ward_53,1.0195889334415658
2025-11-23,ward_54,0.9886471293714145
2025-11-23,ward_55,0.7911072938634416
2025-11-23,ward_56,0.9060535451883275
2025-11-23,ward_57,1.0275847384633452
2025-11-23,ward_58,1.0427606857362839
2025-11-23,ward_59,1.04167463323906
2025-11-23,ward_60,1.0301753913621248
2025-11-23,ward_61,0.8083336236075364
2025-11-23,ward_62,0.9819927437900364
2025-11-23,ward_63,1.1269644132459042
2025-11-23,ward_64,0.7424317287410939
2025-11-23,ward_65,1.0557686213347737
2025-11-23,ward_66,1.2389020897882854
2025-11-23,ward_67,1.0063022760393172
2025-11-23,ward_68,1.029520686923788
2025-11-23,ward_69,1.094179403528103
2025-11-23,ward_70,0.9972452470935244
2025-11-23,ward_71,1.1020932106749557
2025-11-23,ward_72,0.7753949133792997
2025-11-23,ward_73,0.9592774511851125
2025-11-23,ward_74,1.2191712568239081
2025-11-23,ward_75,1.2007097739788208
2025-11-23,ward_76,1.1429147191873879
2025-11-23,ward_77,1.1089410973444216
2025-11-23,ward_78,0.9212929061420421
2025-11-23,ward_79,0.9924079249081401
2025-11-23,ward_80,1.1153784799562714
2025-11-23,ward_81,1.0388743948642833
2025-11-23,ward_82,1.0877282434376867
2025-11-23,ward_83,1.1391107016124078
2025-11-23,ward_84,1.023432772052988
2025-11-23,ward_85,0.9857182886927915
2025-11-23,ward_86,0.9942648543035578
2025-11-23,ward_87,1.0548428958504898
2025-11-23,ward_88,1.0571178632176566
2025-11-23,ward_89,0.9644892379651334
2025-11-23,ward_90,0.8246147477949076
2025-11-23,ward_91,1.0526805569848776
2025-11-23,ward_92,0.9881086732123305
2025-11-23,ward_93,0.9493956391841722
2025-11-23,ward_94,0.9827344092788648
2025-11-23,ward_95,0.9706776636637436
2025-11-23,ward_96,0.7861928571147319
2025-11-23,ward_97,1.098799315803055
2025-11-23,ward_98,1.0820486612333615
2025-11-23,ward_99,1.0581123877301395
2025-11-23,ward_100,1.1777450826040465
2025-11-23,ward_101,0.9015404735824413
2025-11-23,ward_102,1.040320046861984
2025-11-23,ward_103,1.093285621239934
2025-11-23,ward_104,1.0034560000111301
2025-11-23,ward_105,1.0362431456301735
2025-11-23,ward_106,0.9574524091913157
2025-11-23,ward_107,1.0735280240181109
2025-11-23,ward_108,0.9450463486754332
2025-11-23,ward_109,0.9888578409592034
2025-11-23,ward_110,1.2265650507493693
2025-11-23,ward_111,1.1446262526178255
2025-11-23,ward_112,0.9959906967594422
2025-11-23,ward_113,0.9167527203619066
2025-11-23,ward_114,0.9467761562964757
2025-11-23,ward_115,1.175987131594821
2025-11-23,ward_116,1.0213959487798385
2025-11-23,ward_117,1.0810739182770503
2025-11-23,ward_118,0.9462780828427737
2025-11-23,ward_119,0.9527961877769802
2025-11-23,ward_120,1.0373653308071156
2025-11-23,ward_121,1.108148674001527
2025-11-23,ward_122,1.2313517081318597
2025-11-23,ward_123,0.9192558111658725
2025-11-23,ward_124,0.8994378006761902
2025-11-23,ward_125,0.8886013075646925
2025-11-23,ward_126,1.1348928074460587
2025-11-23,ward_127,1.1098068900073788
2025-11-23,ward_128,0.8546655043771003
2025-11-23,ward_129,0.9980491136492469
2025-11-23,ward_130,0.993554615530041
2025-11-23,ward_131,1.0833437150312961
2025-11-23,ward_132,0.9172131515259947
2025-11-23,ward_133,0.8321065328841795
2025-11-23,ward_134,0.8849658844379512
2025-11-23,ward_135,1.2182315421643475
2025-11-23,ward_136,1.0898322280093886
2025-11-23,ward_137,1.0384652481737686
2025-11-23,ward_138,1.0153201843046848
2025-11-23,ward_139,0.9631666441504665
2025-11-23,ward_140,1.0158893127127167
2025-11-23,ward_141,1.0490037463547393
2025-11-23,ward_142,1.0601427473094132
2025-11-23,ward_143,1.0493813407051884
2025-11-23,ward_144,0.8981785609861878
2025-11-23,ward_145,0.9790924389163407
2025-11-23,ward_146,1.1089636388332287
2025-11-23,ward_147,0.9263222889659259
2025-11-23,ward_148,1.0492271708368224
2025-11-23,ward_149,1.0541701013636036
2025-11-23,ward_150,1.0504837520292587
2025-11-23,ward_151,1.1556830058866803
2025-11-23,ward_152,0.9948867838165464
2025-11-23,ward_153,0.997879208812855
2025-11-23,ward_154,0.9816144050264498
2025-11-23,ward_155,1.0250672030361174
2025-11-23,ward_156,0.9473416205504636
2025-11-23,ward_157,1.0217109481399864
2025-11-23,ward_158,0.9823120519998438
2025-11-23,ward_159,1.0493268841922803
2025-11-23,ward_160,0.9429613272907169
2025-11-23,ward_161,1.0460588144706713
2025-11-23,ward_162,1.0038467697784734
2025-11-23,ward_163,0.9031971880673795
2025-11-23,ward_164,1.0255126893874256
2025-11-23,ward_165,0.9021424286347572
2025-11-23,ward_166,1.1676429822546348
2025-11-23,ward_167,0.9290275978830722
2025-11-23,ward_168,1.295206542544312
2025-11-23,ward_169,0.969470131871541
2025-11-23,ward_170,1.282924097832901
2025-11-23,ward_171,0.9820553599226293
2025-11-23,ward_172,1.0571396666986972
2025-11-23,ward_173,0.9988554879245882
2025-11-23,ward_174,1.0250751385188268
2025-11-23,ward_175,0.7748466975161497
2025-11-23,ward_176,0.9562687694008121
2025-11-23,ward_177,0.8863753477054944
2025-11-23,ward_178,1.0045258747328536
2025-11-23,ward_179,0.9674796189255579
2025-11-23,ward_180,0.8392793259022469
2025-11-23,ward_181,1.023794824945167
2025-11-23,ward_182,1.052755397444594
2025-11-23,ward_183,1.0454531490478687
2025-11-23,ward_184,0.9760155736114807
2025-11-23,ward_185,1.1742473238118654
2025-11-23,ward_186,1.014373463393032
2025-11-23,ward_187,0.8531421714707936
2025-11-23,ward_188,0.9756106552423611
2025-11-23,ward_189,0.9488918068479978
2025-11-23,ward_190,1.1281168031697069
2025-11-23,ward_191,1.0374704143384423
2025-11-23,ward_192,0.9292385738212394
2025-11-23,ward_193,0.9976627646160314
2025-11-23,ward_194,1.0209686905888755
2025-11-23,ward_195,0.8582014583151245
2025-11-23,ward_196,1.0741537604000087
2025-11-23,ward_197,0.9066078351106178
2025-11-23,ward_198,1.0366912026928168
2025-11-24,ward_1,0.9782483539523884
2025-11-24,ward_2,0.9573769624501625
2025-11-24,ward_3,0.9624669750210721
2025-11-24,ward_4,1.0815220278857498
2025-11-24,ward_5,0.8976712978082195
2025-11-24,ward_6,0.8596626459655733
2025-11-24,ward_7,0.9646794591221849
2025-11-24,ward_8,0.9566496678634462
2025-11-24,ward_9,0.8113194960387959
2025-11-24,ward_10,0.9721184641171083
2025-11-24,ward_11,0.9051724030072246
