h3_id,ndvi_mean,ndvi_min,ndvi_max,trend_2013_2023,centroid_x,centroid_y,ward_id
8860145a21fffff,0.2904983727258745,0.14546562810998823,0.42820466757667114,-0.0025094711133133345,1443109.882698151,14131074.584306464,
8860145b07fffff,0.325293448686385,0.09176362451342127,0.4590492765576751,-0.010468721903817183,1447265.8016945948,14142276.498696266,
8860145b05fffff,0.3175904065968307,0.1364026796417749,0.4448336530634303,-0.015997258269015182,1447262.8326281712,14146634.335986031,
88618925bdfffff,0.2888169348043524,0.17546115767070974,0.4252778386050263,-0.0025058287671519217,1442259.6386242143,14154968.683352929,
8861892e9dfffff,0.29881010062265684,0.26883822388592093,0.36797041248599616,-0.003138693090359319,1445581.6082018341,14168342.06679904,
8860145a69fffff,0.27552126998843873,0.16610806155016042,0.463514127686229,-0.010991826429452099,1440603.7852058723,14141758.527649673,
8860145b3dfffff,0.37341260379860874,0.2581815285678697,0.5086222456720334,-0.011945550301192527,1448099.9689375567,14140163.510797957,
8860145b47fffff,0.33600709948966445,0.19635030872034143,0.5330922599567853,-0.010649130002636923,1445594.2237544046,14150865.358350206,
8860145b4dfffff,0.2805083286531435,0.14420745286038306,0.4198697488493136,-0.018912081363967007,1444756.6740993585,14157347.57406781,
8860145a2bfffff,0.34753536255376444,0.23788833859249492,0.45965308728489734,-0.012607405634304894,1442278.7678765268,14128837.158208635,
88618925adfffff,0.32404192482025224,0.198648075870664,0.4701419769348722,-0.013629263873565696,1443084.3242786129,14165957.743082909,
8860145b65fffff,0.2833480594099312,0.16032610278581932,0.40192199775180687,-0.006683689692749642,1448088.1267794506,14157608.78312748,
88618925b5fffff,0.3277241514642703,0.23517235636002043,0.4406810275357298,-0.01607968558355248,1443094.137005565,14152851.619812874,
88618925e5fffff,0.3370639735750227,0.2566712075282236,0.4910083762102157,0.0010746867310811611,1442246.2771337659,14172456.24574753,
8860145b5bfffff,0.32915663452030935,0.20580242582533506,0.45648132857638324,-0.0032756260688287723,1443103.6756985174,14139775.451068107,
8860145b45fffff,0.3076377371808368,0.17908825786082502,0.4926282752861731,-0.007440238225911661,1445591.1156165113,14155229.533788946,
8860145b2bfffff,0.3399504253980246,0.24763625982006088,0.5003046371359127,-0.010938523957490743,1448097.0541798153,14144519.843748067,
88618925a5fffff,0.27058079642699195,0.15845972999593855,0.3263892983117025,-0.009687348373753565,1443918.9302961372,14163836.826271249,
8861892ed3fffff,0.29261847892206333,0.2068681288599423,0.3509500940549858,-0.009808328987156665,1443915.6526771758,14168210.697063109,
886189258dfffff,0.30827909493685,0.22924440745053914,0.4233861776480157,-0.0019906267903383084,1440587.0735545682,14163574.759379406,
88618925ebfffff,0.30963015847386594,0.13741211905870732,0.3914105848524832,-0.009350155191784443,1440583.639976666,14167948.004908402,
88618925d5fffff,0.26279926865875114,0.06318894893799026,0.3929251478655882,-0.011201724837404257,1438924.5759839665,14159074.155416233,
8861892e93fffff,0.30837068821283836,0.1743730988471616,0.42444691283715374,-0.006143685918812113,1445587.9769840662,14159597.04054225,
8861892589fffff,0.28390728134569154,0.21811135791160602,0.3417242059446393,-0.006098741516266284,1439755.813239899,14161323.960318178,
8860145a29fffff,0.32995332359419904,0.19025008176055097,0.407741663053759,0.00016785851317753145,1442275.6556867473,14133184.129255144,
8860145a65fffff,0.34919822949112234,0.23081818755948627,0.45679324146133693,-0.011581229810097309,1442269.3401096798,14141887.9971497,
8860145b67fffff,0.3319000328807757,0.2686625153807422,0.4034154861318936,-0.005963016223135006,1448091.1331092112,14153242.475232305,
88618925e7fffff,0.25923167428563204,0.1602428379696053,0.3822063757927897,-0.012830390607855523,1442249.6631933204,14168079.34310052,
88618925a7fffff,0.33609144238746164,0.20539828329602547,0.48044608189766574,-0.01408049283356882,1443922.1774318174,14159466.295736488,
8860145849fffff,0.29765835198136886,0.22454862211516183,0.4050111893490161,-0.013773218120592368,1443947.058128376,14124621.737838771,
88618925a3fffff,0.2887125230561729,0.1034850455317668,0.4245908570099112,-0.015450686128287023,1443090.896556007,14157216.993035492,
8860145a2dfffff,0.3336230385288573,0.2348409424687546,0.43911296040721287,0.0034873292123441145,1443106.7944056254,14135423.362885574,
8860145a41fffff,0.3109407116606787,0.20810281101326972,0.4368495278053883,-0.005107894628439046,1438941.526121188,14137276.103473827,
8860145b61fffff,0.294632025007648,0.13933553947633337,0.37637029336900474,0.0018637130688142853,1447256.8029696136,14155359.98247065,
8860145b03fffff,0.3412945289222985,0.2517246892837138,0.4102063295981955,-0.004818005767933807,1446434.5720491013,14140034.142064624,
8860145b5dfffff,0.29675953155470675,0.20164815024106905,0.4175563077818223,-0.0062402197723417565,1443931.7360232354,14146374.698643284,
88618925b3fffff,0.32566319574643426,0.2293285229787857,0.4332354234535627,-9.546790582673538e-05,1442266.1367055778,14146244.903302146,
88618925c3fffff,0.3113432047940216,0.206384826352992,0.40209275263970445,0.0014595873914908402,1438921.0948182694,14163443.749519836,
8860145a25fffff,0.31182565703631987,0.16433833477854476,0.47390524070002815,-0.013801698288008153,1443941.020567882,14133312.9949718,
8860145b11fffff,0.3204722225036071,0.2045690182878785,0.43453430175175767,-0.010077891644027209,1445606.3515289929,14133441.87610969,
8861892eddfffff,0.35084762962584365,0.2168407026690832,0.44215845071661897,0.0017507242489902008,1443909.0059558144,14176968.478301423,
8861892eb7fffff,0.3627164501156834,0.264072526485677,0.505210218896575,-0.009165220642345196,1448916.4601854316,14164230.044583568,
88618925b9fffff,0.3156456732440247,0.14628763373721548,0.4122907630212812,-0.010516162540761832,1441428.4036781394,14152721.365911078,
8861892ed1fffff,0.28247654178091347,0.1647968224025825,0.4382817398225263,-0.0016283234754324632,1443912.3445665345,14172587.912830368,
8860145b69fffff,0.2723554733876282,0.16832154480058253,0.3697776979006596,-0.0077548447508187,1446422.4175825971,14157478.17076419,
